OF_id,fornecedor,data_emissao,prazo_entrega,data_entrega_real,valor,categoria
963,Fornecedor_1,2023-11-29,2023-12-23,2023-12-21,8762.37,Medicamentos
964,Fornecedor_1,2023-06-28,2023-07-15,2023-07-15,19073.58,Equipamentos
965,Fornecedor_16,2023-08-21,2023-09-05,2023-09-05,23962.0,Equipamentos
966,Fornecedor_6,2023-06-29,2023-07-12,2023-07-10,5950.39,Equipamentos
967,Fornecedor_3,2023-06-20,2023-07-06,2023-07-09,38027.64,Equipamentos
968,Fornecedor_18,2023-05-06,2023-05-19,2023-05-18,25718.11,Medicamentos
969,Fornecedor_3,2023-03-31,2023-04-20,2023-04-20,38706.49,Insumos
970,Fornecedor_3,2023-02-13,2023-02-23,2023-02-23,32966.75,Insumos
971,Fornecedor_11,2023-09-12,2023-09-22,2023-09-22,48574.95,Medicamentos
972,Fornecedor_12,2023-04-15,2023-05-06,2023-05-04,26683.97,Insumos
973,Fornecedor_5,2023-12-11,2024-01-02,2023-12-31,22641.01,Medicamentos
974,Fornecedor_14,2023-04-06,2023-04-15,2023-04-16,13283.88,Insumos
975,Fornecedor_17,2023-10-12,2023-10-30,2023-11-03,40742.97,Tecnologia
976,Fornecedor_13,2023-03-06,2023-03-29,2023-03-27,35359.56,Equipamentos
977,Fornecedor_9,2023-04-25,2023-05-18,2023-05-21,31498.92,Insumos
978,Fornecedor_10,2023-08-03,2023-08-15,2023-08-13,13492.02,Medicamentos
979,Fornecedor_10,2023-09-12,2023-10-04,2023-10-03,16689.24,Tecnologia
980,Fornecedor_18,2023-11-11,2023-11-21,2023-11-27,34099.58,Equipamentos
981,Fornecedor_13,2023-12-11,2024-01-04,2024-01-04,34170.84,Medicamentos
982,Fornecedor_10,2023-05-08,2023-05-21,2023-05-25,19026.27,Equipamentos
983,Fornecedor_8,2023-11-04,2023-11-24,2023-11-30,20336.99,Tecnologia
984,Fornecedor_19,2023-01-11,2023-01-20,2023-01-25,37554.37,Insumos
985,Fornecedor_4,2023-12-30,2024-01-20,2024-01-19,22754.29,Tecnologia
986,Fornecedor_1,2023-02-01,2023-02-06,2023-02-05,9358.03,Medicamentos
987,Fornecedor_9,2023-01-10,2023-01-25,2023-01-25,47280.86,Tecnologia
988,Fornecedor_14,2023-04-14,2023-04-24,2023-04-24,6962.14,Equipamentos
989,Fornecedor_15,2023-05-15,2023-05-27,2023-05-26,31639.99,Equipamentos
990,Fornecedor_15,2023-06-08,2023-06-27,2023-06-27,29883.33,Insumos
991,Fornecedor_7,2023-11-20,2023-12-05,2023-12-05,43278.16,Medicamentos
992,Fornecedor_10,2023-05-27,2023-06-15,2023-06-14,4775.02,Tecnologia
993,Fornecedor_1,2023-05-21,2023-05-31,2023-05-30,9969.86,Tecnologia
994,Fornecedor_1,2023-11-26,2023-12-13,2023-12-11,19255.26,Medicamentos
995,Fornecedor_7,2023-03-16,2023-04-05,2023-04-03,34746.61,Medicamentos
996,Fornecedor_20,2023-12-14,2023-12-24,2023-12-22,3272.83,Insumos
997,Fornecedor_4,2023-08-02,2023-08-19,2023-08-17,44541.23,Medicamentos
998,Fornecedor_5,2023-02-23,2023-03-15,2023-03-15,24742.7,Insumos
999,Fornecedor_3,2023-06-20,2023-07-04,2023-07-05,45415.37,Equipamentos
1000,Fornecedor_10,2023-05-15,2023-05-27,2023-05-30,35808.03,Tecnologia
