OF_id,fornecedor,data_emissao,prazo_entrega,data_entrega_real,valor,categoria,dias_prazo,dias_para_vencer,dias_entrega_real,valor_log,atraso,taxa_atraso_fornecedor,total_of_fornecedor,valor_medio_fornecedor,risk_score,prioridade
447,Fornecedor_5,2023-07-29,2023-08-10,2023-08-10,46096.88,Equipamentos,12,-1024,12,10.73852224094249,0,0.41304347826086957,46,26724.331521739132,0.28501188849797326,Baixa
448,Fornecedor_19,2023-07-20,2023-07-27,2023-07-26,41049.28,Equipamentos,7,-1038,6,10.622552935807372,0,0.3793103448275862,58,30085.888275862068,0.14140669553533564,Baixa
449,Fornecedor_17,2023-11-01,2023-11-23,2023-11-23,26363.0,Equipamentos,22,-919,22,10.17975472217261,0,0.37037037037037035,54,25592.20962962963,0.3128567626513981,Baixa
450,Fornecedor_14,2023-10-03,2023-10-11,2023-10-11,10241.66,Insumos,8,-962,8,9.234316630485251,0,0.3404255319148936,47,27536.185319148935,0.18112399972027834,Baixa
451,Fornecedor_7,2023-06-03,2023-06-09,2023-06-08,46957.62,Tecnologia,6,-1086,5,10.757022067358085,0,0.3269230769230769,52,26954.52903846154,0.3351946142566496,Baixa
452,Fornecedor_17,2023-11-30,2023-12-20,2023-12-20,30410.95,Medicamentos,20,-892,20,10.322590902259115,0,0.37037037037037035,54,25592.20962962963,0.39813783307647455,Média
453,Fornecedor_6,2023-09-30,2023-10-20,2023-10-23,31534.34,Insumos,20,-953,23,10.35886410071079,1,0.28888888888888886,45,26625.86022222222,0.31040604642358394,Baixa
454,Fornecedor_1,2023-09-18,2023-10-08,2023-10-14,35191.44,Insumos,20,-965,26,10.46858656579195,1,0.39215686274509803,51,26938.735098039215,0.5703108003630465,Média
455,Fornecedor_15,2023-06-05,2023-06-12,2023-06-18,13303.89,Equipamentos,7,-1083,13,9.495886915809029,1,0.34615384615384615,52,27936.5375,0.7037740790040149,Alta
456,Fornecedor_3,2023-11-21,2023-11-28,2023-11-30,7189.15,Medicamentos,7,-914,9,8.880467312806239,1,0.24444444444444444,45,23814.126444444442,0.502822788710107,Média
457,Fornecedor_16,2023-05-12,2023-06-05,2023-06-04,15046.55,Tecnologia,24,-1090,23,9.618970466227504,0,0.2545454545454545,55,23819.375818181816,0.38853361549338367,Baixa
458,Fornecedor_19,2023-07-06,2023-07-29,2023-08-04,31976.48,Insumos,23,-1036,29,10.37278718403359,1,0.3793103448275862,58,30085.888275862068,0.5966176024598534,Média
459,Fornecedor_15,2023-01-13,2023-01-24,2023-01-22,27238.29,Insumos,11,-1222,9,10.212415695312895,0,0.34615384615384615,52,27936.5375,0.1994987743323768,Baixa
460,Fornecedor_9,2023-05-11,2023-05-26,2023-05-31,4392.44,Medicamentos,15,-1100,20,8.387867798304578,1,0.22727272727272727,44,26572.065454545453,0.6142190601756097,Média
461,Fornecedor_1,2023-11-29,2023-12-22,2023-12-21,24924.09,Medicamentos,23,-890,22,10.123630205656017,0,0.39215686274509803,51,26938.735098039215,0.23409459046433143,Baixa
462,Fornecedor_5,2023-12-19,2024-01-10,2024-01-12,16919.44,Equipamentos,22,-871,24,9.736277637550229,1,0.41304347826086957,46,26724.331521739132,0.5828949774449446,Média
463,Fornecedor_3,2023-12-19,2024-01-10,2024-01-10,42948.1,Tecnologia,22,-871,22,10.66777097259448,0,0.24444444444444444,45,23814.126444444442,0.33128841376117957,Baixa
464,Fornecedor_6,2023-11-14,2023-11-24,2023-11-22,44623.04,Insumos,10,-918,8,10.706028006245498,0,0.28888888888888886,45,26625.86022222222,0.11625716812314657,Baixa
465,Fornecedor_6,2023-12-23,2024-01-05,2024-01-04,30429.79,Insumos,13,-876,12,10.323210203776508,0,0.28888888888888886,45,26625.86022222222,0.23326589633079417,Baixa
466,Fornecedor_17,2023-11-27,2023-12-16,2023-12-19,15798.7,Medicamentos,19,-896,22,9.667746231493025,1,0.37037037037037035,54,25592.20962962963,0.6151371061735149,Média
467,Fornecedor_9,2023-06-08,2023-07-01,2023-06-29,44198.82,Medicamentos,23,-1064,21,10.696475995659307,0,0.22727272727272727,44,26572.065454545453,0.2499584726893609,Baixa
468,Fornecedor_15,2023-05-14,2023-06-03,2023-06-02,25151.59,Insumos,20,-1092,19,10.132716152332948,0,0.34615384615384615,52,27936.5375,0.3231714941069795,Baixa
469,Fornecedor_19,2023-05-25,2023-06-18,2023-06-18,32370.2,Insumos,24,-1077,24,10.385024417595536,0,0.3793103448275862,58,30085.888275862068,0.2905858011655452,Baixa
470,Fornecedor_16,2023-12-18,2023-12-23,2023-12-29,49555.14,Medicamentos,5,-889,11,10.810861447318409,1,0.2545454545454545,55,23819.375818181816,0.7922170373212599,Alta
471,Fornecedor_4,2023-04-07,2023-04-17,2023-04-17,45851.34,Tecnologia,10,-1139,10,10.733181512369233,0,0.32,50,24059.582799999996,0.45308437410371566,Média
472,Fornecedor_17,2023-08-25,2023-09-07,2023-09-08,19852.3,Tecnologia,13,-996,14,9.896125519149246,1,0.37037037037037035,54,25592.20962962963,0.44042555242929815,Média
473,Fornecedor_14,2023-10-15,2023-11-07,2023-11-13,49302.7,Insumos,23,-935,29,10.805754407924557,1,0.3404255319148936,47,27536.185319148935,0.642705945867383,Média
474,Fornecedor_5,2023-08-24,2023-09-07,2023-09-13,10749.87,Tecnologia,14,-996,20,9.282741960513693,1,0.41304347826086957,46,26724.331521739132,0.6712667298769076,Média
475,Fornecedor_13,2023-04-10,2023-04-19,2023-04-17,31019.44,Medicamentos,9,-1137,7,10.342401621027095,0,0.2786885245901639,61,27560.733770491803,0.25429297972981263,Baixa
476,Fornecedor_9,2023-10-28,2023-11-18,2023-11-18,6621.96,Tecnologia,21,-924,21,8.798297678907629,0,0.22727272727272727,44,26572.065454545453,0.14725543288398996,Baixa
477,Fornecedor_16,2023-10-08,2023-10-28,2023-10-28,23879.71,Medicamentos,20,-945,20,10.08082629905785,0,0.2545454545454545,55,23819.375818181816,0.21416909258390224,Baixa
478,Fornecedor_6,2023-12-02,2023-12-07,2023-12-05,38500.63,Insumos,5,-905,3,10.558455857042,0,0.28888888888888886,45,26625.86022222222,0.18366945247532734,Baixa
479,Fornecedor_16,2023-01-22,2023-02-15,2023-02-14,42943.34,Insumos,24,-1200,23,10.667660137587642,0,0.2545454545454545,55,23819.375818181816,0.30794267320140783,Baixa
480,Fornecedor_7,2023-11-30,2023-12-14,2023-12-14,36145.79,Insumos,14,-898,14,10.495343426963753,0,0.3269230769230769,52,26954.52903846154,0.2828375487851285,Baixa
481,Fornecedor_9,2023-02-03,2023-02-14,2023-02-14,46882.19,Medicamentos,11,-1201,11,10.755414468010951,0,0.22727272727272727,44,26572.065454545453,0.1357731643186709,Baixa
482,Fornecedor_12,2023-01-05,2023-01-10,2023-01-10,44722.75,Medicamentos,5,-1236,5,10.708259959411729,0,0.20512820512820512,39,27436.36,0.21393842991841477,Baixa
483,Fornecedor_4,2023-02-09,2023-03-02,2023-03-01,8572.04,Medicamentos,21,-1185,20,9.056377674479139,0,0.32,50,24059.582799999996,0.3643745515035094,Baixa
484,Fornecedor_8,2023-05-05,2023-05-28,2023-05-26,46049.7,Insumos,23,-1098,21,10.737498242436542,0,0.3269230769230769,52,28221.404230769233,0.3304465123180729,Baixa
485,Fornecedor_15,2023-03-09,2023-03-30,2023-03-30,25110.49,Equipamentos,21,-1157,21,10.131080789299949,0,0.34615384615384615,52,27936.5375,0.25864798466965766,Baixa
486,Fornecedor_15,2023-06-12,2023-06-18,2023-06-18,39786.9,Tecnologia,6,-1077,6,10.591318124948547,0,0.34615384615384615,52,27936.5375,0.31927976790518686,Baixa
487,Fornecedor_3,2023-06-12,2023-06-26,2023-06-28,29903.36,Equipamentos,14,-1069,16,10.305759568146156,1,0.24444444444444444,45,23814.126444444442,0.6691297829249133,Média
488,Fornecedor_5,2023-02-12,2023-02-17,2023-02-15,31622.65,Tecnologia,5,-1198,3,10.361660537371638,0,0.41304347826086957,46,26724.331521739132,0.693894448368461,Alta
489,Fornecedor_16,2023-12-01,2023-12-18,2023-12-16,29048.44,Insumos,17,-894,15,10.276754484985817,0,0.2545454545454545,55,23819.375818181816,0.22121082863992328,Baixa
490,Fornecedor_14,2023-07-30,2023-08-04,2023-08-05,9036.41,Equipamentos,5,-1030,6,9.10912790791121,1,0.3404255319148936,47,27536.185319148935,0.6249985334461989,Média
491,Fornecedor_19,2023-12-25,2024-01-07,2024-01-09,16752.7,Insumos,13,-874,15,9.726374408381776,1,0.3793103448275862,58,30085.888275862068,0.7197212322740265,Alta
492,Fornecedor_20,2023-02-08,2023-03-02,2023-02-28,24307.13,Medicamentos,22,-1185,20,10.098566141274514,0,0.3220338983050847,59,21740.94559322034,0.25122713461856366,Baixa
493,Fornecedor_5,2023-06-26,2023-07-20,2023-07-19,21433.63,Equipamentos,24,-1045,23,9.972763117394877,0,0.41304347826086957,46,26724.331521739132,0.34265572248600457,Baixa
494,Fornecedor_9,2023-05-03,2023-05-09,2023-05-09,21040.69,Equipamentos,6,-1117,6,9.954260986819827,0,0.22727272727272727,44,26572.065454545453,0.15030725455764016,Baixa
495,Fornecedor_17,2023-07-29,2023-08-21,2023-08-21,7784.98,Medicamentos,23,-1013,23,8.960079959454028,0,0.37037037037037035,54,25592.20962962963,0.271511894304183,Baixa
496,Fornecedor_20,2023-09-19,2023-10-08,2023-10-06,47387.35,Medicamentos,19,-965,17,10.766131696883452,0,0.3220338983050847,59,21740.94559322034,0.15949439991513203,Baixa
497,Fornecedor_3,2023-08-19,2023-08-27,2023-08-29,45766.34,Insumos,8,-1007,10,10.731326015288541,1,0.24444444444444444,45,23814.126444444442,0.6395291143253015,Média
498,Fornecedor_10,2023-08-08,2023-08-15,2023-08-15,13338.93,Equipamentos,7,-1019,7,9.498517072079535,0,0.34545454545454546,55,25275.839636363635,0.46807076139736853,Média
499,Fornecedor_9,2023-10-24,2023-11-15,2023-11-15,35957.97,Tecnologia,22,-927,22,10.490133845238743,0,0.22727272727272727,44,26572.065454545453,0.21994622342098816,Baixa
500,Fornecedor_9,2023-07-17,2023-07-28,2023-07-27,40101.59,Insumos,11,-1037,10,10.59919619973759,0,0.22727272727272727,44,26572.065454545453,0.3191410965831809,Baixa
501,Fornecedor_4,2023-01-06,2023-01-16,2023-01-22,40546.25,Medicamentos,10,-1230,16,10.6102232397346,1,0.32,50,24059.582799999996,0.7107296050194492,Alta
502,Fornecedor_20,2023-01-08,2023-01-14,2023-01-12,6226.32,Insumos,6,-1232,4,8.73670134266401,0,0.3220338983050847,59,21740.94559322034,0.28319361367984575,Baixa
503,Fornecedor_3,2023-10-21,2023-11-07,2023-11-06,2681.69,Tecnologia,17,-935,16,7.894575301446706,0,0.24444444444444444,45,23814.126444444442,0.21877557557993071,Baixa
504,Fornecedor_15,2023-12-28,2024-01-07,2024-01-09,15494.03,Medicamentos,10,-874,12,9.648274606328396,1,0.34615384615384615,52,27936.5375,0.36438310331452994,Baixa
505,Fornecedor_19,2023-12-01,2023-12-21,2023-12-26,3555.74,Tecnologia,20,-891,25,8.17659967397183,1,0.3793103448275862,58,30085.888275862068,0.7043482395936568,Alta
506,Fornecedor_7,2023-02-03,2023-02-09,2023-02-08,26000.6,Insumos,6,-1206,5,10.165913353571744,0,0.3269230769230769,52,26954.52903846154,0.22494005411105486,Baixa
507,Fornecedor_20,2023-01-28,2023-02-08,2023-02-08,9844.63,Insumos,11,-1207,11,9.19478298089988,0,0.3220338983050847,59,21740.94559322034,0.3346529070022178,Baixa
508,Fornecedor_5,2023-06-29,2023-07-19,2023-07-19,46214.25,Tecnologia,20,-1046,20,10.741065109183326,0,0.41304347826086957,46,26724.331521739132,0.45018804251634154,Média
509,Fornecedor_8,2023-03-19,2023-03-27,2023-03-26,26849.27,Insumos,8,-1160,7,10.198031155752373,0,0.3269230769230769,52,28221.404230769233,0.41583057650717137,Média
510,Fornecedor_20,2023-01-31,2023-02-05,2023-02-10,25949.99,Equipamentos,5,-1210,10,10.163965038155348,1,0.3220338983050847,59,21740.94559322034,0.7377897481616992,Alta
511,Fornecedor_20,2023-06-24,2023-07-11,2023-07-09,10784.06,Medicamentos,17,-1054,15,9.285917122090119,0,0.3220338983050847,59,21740.94559322034,0.3024901815269895,Baixa
512,Fornecedor_15,2023-01-10,2023-01-29,2023-02-02,25910.84,Tecnologia,19,-1217,23,10.162455286086809,1,0.34615384615384615,52,27936.5375,0.42080120130114934,Média
513,Fornecedor_11,2023-11-20,2023-11-28,2023-11-26,2004.65,Tecnologia,8,-914,6,7.603723476728784,0,0.125,48,25942.747083333335,0.18732334298702608,Baixa
514,Fornecedor_14,2023-09-17,2023-09-24,2023-09-25,2079.07,Equipamentos,7,-979,8,7.6401568259752395,1,0.3404255319148936,47,27536.185319148935,0.3718136241358805,Baixa
515,Fornecedor_16,2023-11-07,2023-11-23,2023-11-22,24325.84,Insumos,16,-919,15,10.099335546536736,0,0.2545454545454545,55,23819.375818181816,0.1655591629482096,Baixa
516,Fornecedor_18,2023-12-20,2024-01-03,2024-01-02,13117.06,Tecnologia,14,-878,13,9.481745185711189,0,0.3409090909090909,44,23445.405000000002,0.2257305934404754,Baixa
517,Fornecedor_4,2023-08-16,2023-09-04,2023-09-03,3619.02,Tecnologia,19,-999,18,8.194234829666433,0,0.32,50,24059.582799999996,0.25465966243066934,Baixa
518,Fornecedor_17,2023-03-22,2023-04-13,2023-04-18,4097.48,Tecnologia,22,-1143,27,8.318371452247094,1,0.37037037037037035,54,25592.20962962963,0.5947790898731714,Média
519,Fornecedor_17,2023-10-12,2023-10-30,2023-10-28,15667.23,Equipamentos,18,-943,16,9.659390374279713,0,0.37037037037037035,54,25592.20962962963,0.4202080520121814,Média
520,Fornecedor_15,2023-06-15,2023-07-08,2023-07-08,42824.17,Tecnologia,23,-1057,23,10.66488129282834,0,0.34615384615384615,52,27936.5375,0.2727475727785141,Baixa
521,Fornecedor_15,2023-12-01,2023-12-10,2023-12-10,6166.8,Medicamentos,9,-902,9,8.72709748929592,0,0.34615384615384615,52,27936.5375,0.21023342237143883,Baixa
522,Fornecedor_14,2023-12-26,2024-01-07,2024-01-06,19739.23,Medicamentos,12,-874,11,9.890413964388692,0,0.3404255319148936,47,27536.185319148935,0.27103144597413287,Baixa
523,Fornecedor_13,2023-02-22,2023-03-02,2023-02-28,22250.85,Insumos,8,-1185,6,10.01018043020536,0,0.2786885245901639,61,27560.733770491803,0.19282093484229312,Baixa
524,Fornecedor_8,2023-10-30,2023-11-16,2023-11-15,46679.05,Medicamentos,17,-926,16,10.751072157522454,0,0.3269230769230769,52,28221.404230769233,0.20491739432294062,Baixa
525,Fornecedor_19,2023-03-05,2023-03-27,2023-03-27,13103.31,Tecnologia,22,-1160,22,9.480696462711688,0,0.3793103448275862,58,30085.888275862068,0.5642739858558663,Média
526,Fornecedor_16,2023-05-04,2023-05-22,2023-05-22,49451.22,Insumos,18,-1104,18,10.808762229875313,0,0.2545454545454545,55,23819.375818181816,0.5956563644151921,Média
527,Fornecedor_4,2023-08-10,2023-08-22,2023-08-21,5386.33,Insumos,12,-1012,11,8.591805179389787,0,0.32,50,24059.582799999996,0.2135596805897486,Baixa
528,Fornecedor_15,2023-05-27,2023-06-10,2023-06-11,10055.17,Tecnologia,14,-1085,15,9.21594165545734,1,0.34615384615384615,52,27936.5375,0.7549204017851174,Alta
529,Fornecedor_6,2023-06-07,2023-06-20,2023-06-20,11624.78,Insumos,13,-1075,13,9.360980324978863,0,0.28888888888888886,45,26625.86022222222,0.10787617542578007,Baixa
530,Fornecedor_16,2023-02-09,2023-02-21,2023-02-26,39249.11,Medicamentos,12,-1194,17,10.577709525754399,1,0.2545454545454545,55,23819.375818181816,0.788918062294342,Alta
531,Fornecedor_7,2023-10-12,2023-10-17,2023-10-16,18880.19,Tecnologia,5,-956,4,9.845921467374223,0,0.3269230769230769,52,26954.52903846154,0.416700420769617,Média
532,Fornecedor_4,2023-02-24,2023-03-18,2023-03-18,3541.61,Insumos,22,-1169,22,8.172619022600037,0,0.32,50,24059.582799999996,0.21307135540934002,Baixa
533,Fornecedor_1,2023-01-30,2023-02-13,2023-02-17,35712.93,Equipamentos,14,-1202,18,10.483296087739468,1,0.39215686274509803,51,26938.735098039215,0.811080623463987,Alta
534,Fornecedor_20,2023-07-03,2023-07-15,2023-07-14,27605.21,Medicamentos,12,-1050,11,10.225796026396537,0,0.3220338983050847,59,21740.94559322034,0.2375628360195743,Baixa
535,Fornecedor_3,2023-12-26,2024-01-01,2023-12-31,3993.69,Insumos,6,-880,5,8.292721258193327,0,0.24444444444444444,45,23814.126444444442,0.17938539958681937,Baixa
536,Fornecedor_18,2023-12-13,2023-12-21,2023-12-21,41921.67,Medicamentos,8,-891,8,10.643582009714718,0,0.3409090909090909,44,23445.405000000002,0.2915909420786096,Baixa
537,Fornecedor_13,2023-12-29,2024-01-14,2024-01-13,9703.6,Insumos,16,-867,15,9.180355278885605,0,0.2786885245901639,61,27560.733770491803,0.22072215061387843,Baixa
538,Fornecedor_8,2023-05-26,2023-06-07,2023-06-07,39680.15,Tecnologia,12,-1088,12,10.588631542833681,0,0.3269230769230769,52,28221.404230769233,0.26593647970583256,Baixa
539,Fornecedor_13,2023-03-13,2023-04-05,2023-04-11,22942.98,Tecnologia,23,-1151,29,10.040810871711379,1,0.2786885245901639,61,27560.733770491803,0.6656397716510254,Média
540,Fornecedor_1,2023-04-02,2023-04-25,2023-04-24,38587.46,Equipamentos,23,-1131,22,10.560708547023786,0,0.39215686274509803,51,26938.735098039215,0.38515645653157654,Baixa
541,Fornecedor_12,2023-07-04,2023-07-10,2023-07-10,10759.3,Tecnologia,6,-1055,6,9.283618714367998,0,0.20512820512820512,39,27436.36,0.16798700744829972,Baixa
542,Fornecedor_13,2023-02-21,2023-02-28,2023-02-28,32066.27,Tecnologia,7,-1187,7,10.375591162777503,0,0.2786885245901639,61,27560.733770491803,0.46835605008069414,Média
543,Fornecedor_18,2023-07-24,2023-07-31,2023-07-30,16177.24,Equipamentos,7,-1034,6,9.691422408428918,0,0.3409090909090909,44,23445.405000000002,0.4424701750829913,Média
544,Fornecedor_6,2023-03-04,2023-03-26,2023-03-24,9505.28,Medicamentos,22,-1161,20,9.159707911821164,0,0.28888888888888886,45,26625.86022222222,0.5195048903703152,Média
545,Fornecedor_10,2023-04-13,2023-04-29,2023-04-28,25646.74,Equipamentos,16,-1127,15,10.152210737555283,0,0.34545454545454546,55,25275.839636363635,0.6332755919463287,Média
546,Fornecedor_20,2023-06-29,2023-07-22,2023-07-28,48674.08,Equipamentos,23,-1043,29,10.792922473793237,1,0.3220338983050847,59,21740.94559322034,0.6581931076459974,Média
547,Fornecedor_10,2023-04-07,2023-04-23,2023-04-22,32248.22,Medicamentos,16,-1133,15,10.38124913588492,0,0.34545454545454546,55,25275.839636363635,0.25634636482372725,Baixa
548,Fornecedor_7,2023-01-31,2023-02-16,2023-02-19,4186.24,Tecnologia,16,-1199,19,8.339797084653448,1,0.3269230769230769,52,26954.52903846154,0.46205162045076614,Média
549,Fornecedor_16,2023-05-31,2023-06-24,2023-06-28,4578.25,Tecnologia,24,-1071,28,8.429290508240326,1,0.2545454545454545,55,23819.375818181816,0.6198045929343012,Média
550,Fornecedor_2,2023-09-19,2023-09-27,2023-09-25,25267.25,Medicamentos,8,-976,6,10.137303945906641,0,0.23255813953488372,43,24466.852790697674,0.06229034267528497,Baixa
551,Fornecedor_8,2023-04-06,2023-04-30,2023-04-28,32981.28,Medicamentos,24,-1126,22,10.403725726531789,0,0.3269230769230769,52,28221.404230769233,0.47027143987111675,Média
552,Fornecedor_13,2023-12-28,2024-01-02,2024-01-01,27316.04,Tecnologia,5,-879,4,10.215265962280519,0,0.2786885245901639,61,27560.733770491803,0.4043297090325458,Média
553,Fornecedor_5,2023-07-24,2023-08-17,2023-08-16,23531.57,Medicamentos,24,-1017,23,10.066140698026533,0,0.41304347826086957,46,26724.331521739132,0.27167012696409937,Baixa
554,Fornecedor_5,2023-04-27,2023-05-19,2023-05-19,31349.7,Tecnologia,22,-1107,22,10.352991874360432,0,0.41304347826086957,46,26724.331521739132,0.5942568157085355,Média
555,Fornecedor_10,2023-01-23,2023-01-28,2023-01-28,9137.19,Insumos,5,-1218,5,9.120217614202968,0,0.34545454545454546,55,25275.839636363635,0.3493633925724838,Baixa
556,Fornecedor_16,2023-08-10,2023-08-18,2023-08-23,33049.15,Medicamentos,8,-1016,13,10.405781383847446,1,0.2545454545454545,55,23819.375818181816,0.6957398637849963,Alta
557,Fornecedor_18,2023-10-13,2023-11-04,2023-11-04,7510.91,Equipamentos,22,-938,22,8.924245039985657,0,0.3409090909090909,44,23445.405000000002,0.24615405981824362,Baixa
558,Fornecedor_10,2023-01-19,2023-01-29,2023-01-28,39668.24,Medicamentos,10,-1217,9,10.588331355270913,0,0.34545454545454546,55,25275.839636363635,0.3126141588897812,Baixa
559,Fornecedor_14,2023-02-22,2023-03-10,2023-03-09,41455.45,Equipamentos,16,-1177,15,10.632398757625262,0,0.3404255319148936,47,27536.185319148935,0.11895533298903674,Baixa
560,Fornecedor_20,2023-05-03,2023-05-13,2023-05-12,24061.93,Equipamentos,10,-1113,9,10.088427761000341,0,0.3220338983050847,59,21740.94559322034,0.672458705160964,Média
561,Fornecedor_16,2023-02-01,2023-02-15,2023-02-15,17496.97,Tecnologia,14,-1200,14,9.769840153183084,0,0.2545454545454545,55,23819.375818181816,0.31393727065345983,Baixa
562,Fornecedor_16,2023-11-02,2023-11-21,2023-11-21,5440.33,Insumos,19,-921,19,8.601778795262447,0,0.2545454545454545,55,23819.375818181816,0.22517626964805676,Baixa
563,Fornecedor_19,2023-08-15,2023-08-30,2023-08-31,33111.14,Insumos,15,-1004,16,10.407655261494044,1,0.3793103448275862,58,30085.888275862068,0.7424224153377778,Alta
564,Fornecedor_9,2023-08-10,2023-08-15,2023-08-19,45312.54,Equipamentos,5,-1019,9,10.721361163057782,1,0.22727272727272727,44,26572.065454545453,0.2818551538919043,Baixa
565,Fornecedor_12,2023-06-23,2023-07-04,2023-07-04,39590.31,Tecnologia,11,-1061,11,10.586364928716673,0,0.20512820512820512,39,27436.36,0.3019430547374601,Baixa
566,Fornecedor_19,2023-08-24,2023-09-08,2023-09-06,38498.27,Medicamentos,15,-995,13,10.558394559057152,0,0.3793103448275862,58,30085.888275862068,0.2910193624792583,Baixa
567,Fornecedor_3,2023-12-09,2023-12-22,2023-12-21,43549.98,Equipamentos,13,-890,12,10.681687484897727,0,0.24444444444444444,45,23814.126444444442,0.5140836484579366,Média
568,Fornecedor_20,2023-09-29,2023-10-22,2023-10-21,35279.37,Medicamentos,23,-951,22,10.471081997594078,0,0.3220338983050847,59,21740.94559322034,0.19942513092584005,Baixa
569,Fornecedor_3,2023-07-19,2023-08-01,2023-07-30,30599.71,Equipamentos,13,-1033,11,10.328778490285675,0,0.24444444444444444,45,23814.126444444442,0.6086006413490226,Média
570,Fornecedor_7,2023-06-26,2023-07-06,2023-07-09,7127.34,Tecnologia,10,-1059,13,8.87183366722744,1,0.3269230769230769,52,26954.52903846154,0.6754359156229222,Média
571,Fornecedor_18,2023-07-31,2023-08-21,2023-08-19,39352.67,Medicamentos,21,-1013,19,10.580344515062025,0,0.3409090909090909,44,23445.405000000002,0.3441004698296701,Baixa
572,Fornecedor_1,2023-10-11,2023-10-31,2023-11-03,48998.02,Insumos,20,-942,23,10.799555576892761,1,0.39215686274509803,51,26938.735098039215,0.5438129040747842,Média
573,Fornecedor_15,2023-10-27,2023-11-09,2023-11-07,23629.68,Insumos,13,-933,11,10.070301146745322,0,0.34615384615384615,52,27936.5375,0.18850368118346952,Baixa
574,Fornecedor_17,2023-05-28,2023-06-12,2023-06-15,21477.15,Insumos,15,-1083,18,9.974791418284267,1,0.37037037037037035,54,25592.20962962963,0.5731766026805182,Média
575,Fornecedor_4,2023-03-21,2023-04-13,2023-04-11,38749.95,Medicamentos,23,-1143,21,10.56491055061001,0,0.32,50,24059.582799999996,0.2817326587708577,Baixa
576,Fornecedor_19,2023-11-23,2023-12-08,2023-12-10,39278.84,Insumos,15,-904,17,10.57846668914035,1,0.3793103448275862,58,30085.888275862068,0.7248281209589587,Alta
577,Fornecedor_10,2023-12-11,2023-12-24,2023-12-24,18135.03,Tecnologia,13,-888,13,9.805655846354501,0,0.34545454545454546,55,25275.839636363635,0.360099129034504,Baixa
578,Fornecedor_13,2023-08-03,2023-08-12,2023-08-10,41840.09,Equipamentos,9,-1022,7,10.641634150024705,0,0.2786885245901639,61,27560.733770491803,0.3406232472459476,Baixa
579,Fornecedor_11,2023-01-12,2023-02-03,2023-02-07,10226.37,Insumos,22,-1212,26,9.232822738894122,1,0.125,48,25942.747083333335,0.43009039877479877,Média
580,Fornecedor_2,2023-08-18,2023-09-10,2023-09-08,13752.72,Tecnologia,23,-993,21,9.529064611958441,0,0.23255813953488372,43,24466.852790697674,0.35399746274604743,Baixa
581,Fornecedor_15,2023-04-04,2023-04-26,2023-04-25,44319.66,Insumos,22,-1130,21,10.699206213007036,0,0.34615384615384615,52,27936.5375,0.2010874014618037,Baixa
582,Fornecedor_2,2023-09-29,2023-10-18,2023-10-16,28660.76,Tecnologia,19,-955,17,10.263319109126815,0,0.23255813953488372,43,24466.852790697674,0.3159572895213629,Baixa
583,Fornecedor_17,2023-06-29,2023-07-17,2023-07-16,44624.64,Medicamentos,18,-1048,17,10.706063860715792,0,0.37037037037037035,54,25592.20962962963,0.344540903775841,Baixa
584,Fornecedor_1,2023-12-09,2023-12-30,2023-12-30,15654.09,Medicamentos,21,-882,21,9.658551382705975,0,0.39215686274509803,51,26938.735098039215,0.3200758640131693,Baixa
585,Fornecedor_18,2023-02-15,2023-03-09,2023-03-07,34901.12,Medicamentos,22,-1178,20,10.46030285133129,0,0.3409090909090909,44,23445.405000000002,0.2583086830760577,Baixa
586,Fornecedor_9,2023-05-31,2023-06-21,2023-06-26,42422.26,Insumos,21,-1074,26,10.65545207570802,1,0.22727272727272727,44,26572.065454545453,0.6426540528228393,Média
587,Fornecedor_9,2023-04-20,2023-05-12,2023-05-16,40257.55,Equipamentos,22,-1114,26,10.603077682648523,1,0.22727272727272727,44,26572.065454545453,0.6504721579540012,Média
588,Fornecedor_15,2023-04-14,2023-05-08,2023-05-08,28111.98,Tecnologia,24,-1118,24,10.243986670377032,0,0.34615384615384615,52,27936.5375,0.30667517248405696,Baixa
589,Fornecedor_16,2023-06-18,2023-07-07,2023-07-12,27889.38,Insumos,19,-1058,24,10.236037105483897,1,0.2545454545454545,55,23819.375818181816,0.574902501879166,Média
590,Fornecedor_10,2023-06-22,2023-07-07,2023-07-07,12558.12,Insumos,15,-1058,15,9.438202373873347,0,0.34545454545454546,55,25275.839636363635,0.3097591581623863,Baixa
591,Fornecedor_14,2023-10-01,2023-10-10,2023-10-08,31127.91,Medicamentos,9,-963,7,10.345892248367125,0,0.3404255319148936,47,27536.185319148935,0.30847811847798484,Baixa
592,Fornecedor_16,2023-12-30,2024-01-11,2024-01-11,25651.03,Insumos,12,-870,12,10.152377989767524,0,0.2545454545454545,55,23819.375818181816,0.21864064688383683,Baixa
593,Fornecedor_5,2023-03-30,2023-04-06,2023-04-11,35975.11,Medicamentos,7,-1150,12,10.49061038603982,1,0.41304347826086957,46,26724.331521739132,0.6764293504060721,Média
594,Fornecedor_16,2023-08-19,2023-09-02,2023-09-02,44590.82,Equipamentos,14,-1001,14,10.70530571311509,0,0.2545454545454545,55,23819.375818181816,0.3708357782774845,Baixa
595,Fornecedor_11,2023-08-29,2023-09-06,2023-09-06,36428.59,Medicamentos,8,-997,8,10.503136635478668,0,0.125,48,25942.747083333335,0.05289078662998168,Baixa
